occurrenceID,recordedBy,eventDate,year,month,day,scientificName,fieldRemarks,island,locationID,materialSampleID,associateMedia,decimalLatitude,decimalLongitude,higherClassification,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,taxonRank,nomenclaturalCode,taxonomicStatus,taxonID,reportNumber
bid:hisc:biisc:hipsc:bi:2:SP:40190:v,Sophie Parmelon,2010-01-12,2010,1,12,Rhizophora mangle,In bloom,Big Island,bi,bid:hisc:biisc:hipsc:bi:2:SP:40190,,20.05528747,-154.837712,Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Rhizophoraceae | Rhizophora,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora,mangle,L.,species,ICBN,valid,3086528,2
bid:hisc:biisc:hipsc:bi:8026:AA:39442,Anne-Sophie Archambeau,2007-12-26,2007,12,26,Pennisetum setaceum,,Big Island,bi,,,20.04364654,-155.8648833,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8026
bid:hisc:biisc:hipsc:bi:8027:AA:39442,Anne-Sophie Archambeau,2007-12-26,2007,12,26,Pennisetum setaceum,,Big Island,bi,,,20.04533574,-155.7809667,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8027
bid:hisc:biisc:hipsc:bi:8028:AA:39442,Anne-Sophie Archambeau,2007-12-26,2007,12,26,Pennisetum setaceum,,Big Island,bi,,,20.0453544,-155.7805333,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8028
bid:hisc:biisc:hipsc:bi:8029:AA:39442,Anne-Sophie Archambeau,2007-12-26,2007,12,26,Pennisetum setaceum,,Big Island,bi,,,20.04547204,-155.78405,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8029
bid:hisc:biisc:hipsc:bi:8030:AA:39442,Anne-Sophie Archambeau,2007-12-26,2007,12,26,Pennisetum setaceum,,Big Island,bi,,,20.0454813,-155.7810333,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8030
bid:hisc:biisc:hipsc:bi:8031:AA:39442,Anne-Sophie Archambeau,2007-12-26,2007,12,26,Pennisetum setaceum,,Big Island,bi,,,20.04549232,-155.7845333,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8031
bid:hisc:biisc:hipsc:bi:8032:AA:39442,Anne-Sophie Archambeau,2007-12-26,2007,12,26,Pennisetum setaceum,,Big Island,bi,,,20.04550484,-155.7808667,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8032
bid:hisc:biisc:hipsc:bi:8033:AA:39442,Anne-Sophie Archambeau,2007-12-26,2007,12,26,Pennisetum setaceum,,Big Island,bi,,,20.0455353,-155.7845333,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8033
bid:hisc:biisc:hipsc:bi:8034:AA:39442,Anne-Sophie Archambeau,2007-12-26,2007,12,26,Pennisetum setaceum,,Big Island,bi,,,20.04557555,-155.7845833,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8034
bid:hisc:biisc:hipsc:bi:8035:SP:39443,Sophie Parmelon,2007-12-27,2007,12,27,Cortaderia jubata,,Big Island,bi,,,19.41713333,-155.5873667,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8035
bid:hisc:biisc:hipsc:bi:8036:SP:39443,Sophie Parmelon,2007-12-27,2007,12,27,Cortaderia jubata,,Big Island,bi,,,19.41713333,-155.5878333,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8036
bid:hisc:biisc:hipsc:bi:8037:SP:39443,Sophie Parmelon,2007-12-27,2007,12,27,Cortaderia jubata,,Big Island,bi,,,19.41718333,-155.5863167,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8037
bid:hisc:biisc:hipsc:bi:8174:SP:39492,Sophie Parmelon,2008-02-14,2008,2,14,Cortaderia jubata,,Big Island,bi,,,19.41718333,-155.5884633,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8174
bid:hisc:biisc:hipsc:bi:8175:SP:39492,Sophie Parmelon,2008-02-14,2008,2,14,Cortaderia jubata,,Big Island,bi,,,19.41721667,-155.5862233,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8175
bid:hisc:biisc:hipsc:bi:8176:SP:39492,Sophie Parmelon,2008-02-14,2008,2,14,Cortaderia jubata,,Big Island,bi,,,19.41721667,-155.5862667,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8176
bid:hisc:biisc:hipsc:bi:8177:SP:39492,Sophie Parmelon,2008-02-14,2008,2,14,Cortaderia jubata,,Big Island,bi,,,19.41728333,-155.5862969,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8177
bid:hisc:biisc:hipsc:bi:8178:SP:39492,Sophie Parmelon,2008-02-14,2008,2,14,Cortaderia jubata,,Big Island,bi,,,19.41728333,-155.5863106,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8178
bid:hisc:biisc:hipsc:bi:8179:SP:39492,Sophie Parmelon,2008-02-14,2008,2,14,Cortaderia jubata,,Big Island,bi,,,19.42122677,-155.5873932,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8179
bid:hisc:biisc:hipsc:bi:8180:SP:39492,Sophie Parmelon,2008-02-14,2008,2,14,Cortaderia jubata,,Big Island,bi,,,19.42533343,-155.5873667,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8180
bid:hisc:biisc:hipsc:bi:8181:SP:39492,Sophie Parmelon,2008-02-14,2008,2,14,Cortaderia jubata,,Big Island,bi,,,19.42636601,-155.5863167,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Cortaderia,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cortaderia,jubata,(Lemoine ex Carrire) Stapf,species,ICBN,valid,9039408,8181
bid:hisc:biisc:hipsc:bi:8213:AA:39505,Anne-Sophie Archambeau,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04557555,-155.5611522,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8213
bid:hisc:biisc:hipsc:bi:8214:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04558533,-155.5497188,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8214
bid:hisc:biisc:hipsc:bi:8215:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04567907,-155.5608022,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8215
bid:hisc:biisc:hipsc:bi:8216:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04567907,-155.5696355,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8216
bid:hisc:biisc:hipsc:bi:8217:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04569559,-155.5305855,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8217
bid:hisc:biisc:hipsc:bi:8218:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04575128,-155.5417022,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8218
bid:hisc:biisc:hipsc:bi:8219:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04575849,-155.5465355,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8219
bid:hisc:biisc:hipsc:bi:8220:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04576394,-155.5654022,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8220
bid:hisc:biisc:hipsc:bi:8221:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04576884,-155.5962022,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8221
bid:hisc:biisc:hipsc:bi:8222:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04577514,-155.5936188,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8222
bid:hisc:biisc:hipsc:bi:8223:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04577737,-155.5708688,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8223
bid:hisc:biisc:hipsc:bi:8224:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04582034,-155.5694688,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8224
bid:hisc:biisc:hipsc:bi:8225:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04582034,-155.5159188,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8225
bid:hisc:biisc:hipsc:bi:8226:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04584354,-155.5610688,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8226
bid:hisc:biisc:hipsc:bi:8227:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04586667,-155.5606355,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8227
bid:hisc:biisc:hipsc:bi:8228:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04596042,-155.5604855,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8228
bid:hisc:biisc:hipsc:bi:8229:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04596042,-155.5605522,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8229
bid:hisc:biisc:hipsc:bi:8230:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04607477,-155.5656855,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8230
bid:hisc:biisc:hipsc:bi:8231:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04709949,-155.5708022,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8231
bid:hisc:biisc:hipsc:bi:8232:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04713813,-155.5647522,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8232
bid:hisc:biisc:hipsc:bi:8233:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04777933,-155.5651688,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8233
bid:hisc:biisc:hipsc:bi:8234:KC:39505,Katia Cez�n,2008-02-27,2008,2,27,Pennisetum setaceum,,Big Island,bi,,,20.04944654,-155.5656855,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,8234
bid:hisc:biisc:hipsc:bi:8235:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.656004,-155.0977333,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8235
bid:hisc:biisc:hipsc:bi:8236:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.65905422,-155.0978,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8236
bid:hisc:biisc:hipsc:bi:8237:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.69051611,-155.0980333,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8237
bid:hisc:biisc:hipsc:bi:8238:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.69051611,-155.0981167,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8238
bid:hisc:biisc:hipsc:bi:8239:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.70148333,-155.09845,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8239
bid:hisc:biisc:hipsc:bi:8240:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.70153333,-155.0976333,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8240
bid:hisc:biisc:hipsc:bi:8241:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.70155,-155.0979667,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8241
bid:hisc:biisc:hipsc:bi:8242:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.70165,-155.09835,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8242
bid:hisc:biisc:hipsc:bi:8243:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.70183333,-155.0979167,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8243
bid:hisc:biisc:hipsc:bi:8244:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.70195996,-155.0978167,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8244
bid:hisc:biisc:hipsc:bi:8245:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.70198333,-155.0981833,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8245
bid:hisc:biisc:hipsc:bi:8246:AA:39519,Anne-Sophie Archambeau,2008-03-12,2008,3,12,Morella cerifera,,Big Island,bi,,,19.70205,-155.0984833,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8246
bid:hisc:biisc:hipsc:bi:8247:AA:39520,Anne-Sophie Archambeau,2008-03-13,2008,3,13,Morella cerifera,,Big Island,bi,,,19.70208333,-155.09765,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8247
bid:hisc:biisc:hipsc:bi:8248:AA:39520,Anne-Sophie Archambeau,2008-03-13,2008,3,13,Morella cerifera,,Big Island,bi,,,19.70213333,-155.09785,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8248
bid:hisc:biisc:hipsc:bi:8249:AA:39520,Anne-Sophie Archambeau,2008-03-13,2008,3,13,Morella cerifera,,Big Island,bi,,,19.70213333,-155.0981667,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8249
bid:hisc:biisc:hipsc:bi:8250:AA:39520,Anne-Sophie Archambeau,2008-03-13,2008,3,13,Morella cerifera,,Big Island,bi,,,19.70225,-155.0980667,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8250
bid:hisc:biisc:hipsc:bi:8251:AA:39520,Anne-Sophie Archambeau,2008-03-13,2008,3,13,Morella cerifera,,Big Island,bi,,,19.70228333,-155.0978167,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8251
bid:hisc:biisc:hipsc:bi:8252:AA:39520,Anne-Sophie Archambeau,2008-03-13,2008,3,13,Morella cerifera,,Big Island,bi,,,19.70233333,-155.0981333,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8252
bid:hisc:biisc:hipsc:bi:8253:AA:39520,Anne-Sophie Archambeau,2008-03-13,2008,3,13,Morella cerifera,,Big Island,bi,,,19.70233333,-155.0981167,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8253
bid:hisc:biisc:hipsc:bi:8254:AA:39520,Anne-Sophie Archambeau,2008-03-13,2008,3,13,Morella cerifera,,Big Island,bi,,,19.70233333,-155.0978668,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8254
bid:hisc:biisc:hipsc:bi:8271:AA:39524,Anne-Sophie Archambeau,2008-03-17,2008,3,17,Morella cerifera,,Big Island,bi,,,19.70235,-155.0981833,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8271
bid:hisc:biisc:hipsc:bi:8272:AA:39524,Anne-Sophie Archambeau,2008-03-17,2008,3,17,Morella cerifera,,Big Island,bi,,,19.70235,-155.0983833,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8272
bid:hisc:biisc:hipsc:bi:8273:AA:39524,Anne-Sophie Archambeau,2008-03-17,2008,3,17,Morella cerifera,,Big Island,bi,,,19.70235,-155.09865,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8273
bid:hisc:biisc:hipsc:bi:8274:AA:39524,Anne-Sophie Archambeau,2008-03-17,2008,3,17,Morella cerifera,,Big Island,bi,,,19.70236667,-155.0984,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8274
bid:hisc:biisc:hipsc:bi:8275:AA:39524,Anne-Sophie Archambeau,2008-03-17,2008,3,17,Morella cerifera,,Big Island,bi,,,19.70238333,-155.0986167,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8275
bid:hisc:biisc:hipsc:bi:8276:AA:39524,Anne-Sophie Archambeau,2008-03-17,2008,3,17,Morella cerifera,,Big Island,bi,,,19.7024,-155.0986167,Plantae | Tracheophyta | Magnoliopsida | Fagales | Myricaceae | Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,cerifera,(L.) Small,species,ICBN,valid,3168995,8276
